靡ㄩ絏	虏嘿	るら	Μ絃基(じ)
COID	Name	MDATE	CLOSE
1101   	猟         	20140305	   34.35
1216   	参         	20140305	   37.42
1301   	鹅         	20140305	   62.00
1402   	环狥穝       	20140305	   25.05
2002   	い葵         	20140305	   21.13
2105   	タ穝         	20140305	   62.84
2912   	参禬       	20140305	  154.93
9904   	腳Θ         	20140305	   35.03
6505   	鹅て       	20140305	   63.10
2303   	羛筿         	20140305	   10.22
2330   	縩筿       	20140305	   93.68
2408   	玭ㄈ       	20140305	   32.07
2357   	地河         	20140305	  208.88
3008   	ミ       	20140305	 1290.88
3481   	竤承         	20140305	    8.81
2412   	い地筿       	20140305	   72.66
2308   	笷筿       	20140305	  141.03
2327   	瓣エ         	20140305	   39.24
2317   	翬         	20140305	   65.77
2474   	Θ         	20140305	  189.29
1101   	猟         	20140306	   34.03
1216   	参         	20140306	   37.87
1301   	鹅         	20140306	   62.00
1402   	环狥穝       	20140306	   25.17
2002   	い葵         	20140306	   21.30
2105   	タ穝         	20140306	   63.40
2912   	参禬       	20140306	  163.17
9904   	腳Θ         	20140306	   35.36
6505   	鹅て       	20140306	   63.10
2303   	羛筿         	20140306	   10.43
2330   	縩筿       	20140306	   96.24
2408   	玭ㄈ       	20140306	   33.67
2357   	地河         	20140306	  209.99
3008   	ミ       	20140306	 1290.88
3481   	竤承         	20140306	    8.77
2412   	い地筿       	20140306	   72.97
2308   	笷筿       	20140306	  142.69
2327   	瓣エ         	20140306	   39.51
2317   	翬         	20140306	   66.88
2474   	Θ         	20140306	  191.90
1101   	猟         	20140307	   33.92
1216   	参         	20140307	   37.64
1301   	鹅         	20140307	   62.65
1402   	环狥穝       	20140307	   25.33
2002   	い葵         	20140307	   21.47
2105   	タ穝         	20140307	   63.48
2912   	参禬       	20140307	  160.70
9904   	腳Θ         	20140307	   34.41
6505   	鹅て       	20140307	   63.10
2303   	羛筿         	20140307	   10.39
2330   	縩筿       	20140307	   97.51
2408   	玭ㄈ       	20140307	   31.99
2357   	地河         	20140307	  212.20
3008   	ミ       	20140307	 1272.31
3481   	竤承         	20140307	    8.77
2412   	い地筿       	20140307	   73.05
2308   	笷筿       	20140307	  141.03
2327   	瓣エ         	20140307	   38.43
2317   	翬         	20140307	   67.11
2474   	Θ         	20140307	  194.07
1101   	猟         	20140310	   34.28
1216   	参         	20140310	   38.02
1301   	鹅         	20140310	   61.92
1402   	环狥穝       	20140310	   25.21
2002   	い葵         	20140310	   21.21
2105   	タ穝         	20140310	   63.24
2912   	参禬       	20140310	  159.87
9904   	腳Θ         	20140310	   33.67
6505   	鹅て       	20140310	   62.11
2303   	羛筿         	20140310	   10.27
2330   	縩筿       	20140310	   96.24
2408   	玭ㄈ       	20140310	   30.39
2357   	地河         	20140310	  208.88
3008   	ミ       	20140310	 1281.60
3481   	竤承         	20140310	    8.68
2412   	い地筿       	20140310	   73.05
2308   	笷筿       	20140310	  138.53
2327   	瓣エ         	20140310	   37.75
2317   	翬         	20140310	   67.03
2474   	Θ         	20140310	  194.07
1101   	猟         	20140311	   33.59
1216   	参         	20140311	   37.87
1301   	鹅         	20140311	   62.41
1402   	环狥穝       	20140311	   25.01
2002   	い葵         	20140311	   21.47
2105   	タ穝         	20140311	   63.08
2912   	参禬       	20140311	  162.34
9904   	腳Θ         	20140311	   34.04
6505   	鹅て       	20140311	   63.43
2303   	羛筿         	20140311	   10.47
2330   	縩筿       	20140311	   97.09
2408   	玭ㄈ       	20140311	   32.47
2357   	地河         	20140311	  211.10
3008   	ミ       	20140311	 1276.95
3481   	竤承         	20140311	    8.72
2412   	い地筿       	20140311	   73.52
2308   	笷筿       	20140311	  141.44
2327   	瓣エ         	20140311	   38.29
2317   	翬         	20140311	   66.72
2474   	Θ         	20140311	  192.76
1101   	猟         	20140312	   34.10
1216   	参         	20140312	   37.94
1301   	鹅         	20140312	   61.59
1402   	环狥穝       	20140312	   24.93
2002   	い葵         	20140312	   21.30
2105   	タ穝         	20140312	   62.60
2912   	参禬       	20140312	  162.76
9904   	腳Θ         	20140312	   33.72
6505   	鹅て       	20140312	   62.61
2303   	羛筿         	20140312	   10.59
2330   	縩筿       	20140312	   96.24
2408   	玭ㄈ       	20140312	   33.19
2357   	地河         	20140312	  213.31
3008   	ミ       	20140312	 1295.53
3481   	竤承         	20140312	    8.77
2412   	い地筿       	20140312	   73.52
2308   	笷筿       	20140312	  145.60
2327   	瓣エ         	20140312	   37.21
2317   	翬         	20140312	   67.11
2474   	Θ         	20140312	  191.03
1101   	猟         	20140313	   33.99
1216   	参         	20140313	   38.24
1301   	鹅         	20140313	   61.59
1402   	环狥穝       	20140313	   24.69
2002   	い葵         	20140313	   21.38
2105   	タ穝         	20140313	   62.20
2912   	参禬       	20140313	  163.99
9904   	腳Θ         	20140313	   33.72
6505   	鹅て       	20140313	   63.43
2303   	羛筿         	20140313	   10.72
2330   	縩筿       	20140313	   99.22
2408   	玭ㄈ       	20140313	   31.99
2357   	地河         	20140313	  212.94
3008   	ミ       	20140313	 1300.17
3481   	竤承         	20140313	    8.77
2412   	い地筿       	20140313	   73.68
2308   	笷筿       	20140313	  155.59
2327   	瓣エ         	20140313	   36.00
2317   	翬         	20140313	   68.22
2474   	Θ         	20140313	  191.03
1101   	猟         	20140314	   33.92
1216   	参         	20140314	   39.36
1301   	鹅         	20140314	   60.36
1402   	环狥穝       	20140314	   24.69
2002   	い葵         	20140314	   21.09
2105   	タ穝         	20140314	   61.47
2912   	参禬       	20140314	  165.23
9904   	腳Θ         	20140314	   33.26
6505   	鹅て       	20140314	   62.77
2303   	羛筿         	20140314	   10.59
2330   	縩筿       	20140314	   97.94
2408   	玭ㄈ       	20140314	   31.99
2357   	地河         	20140314	  215.53
3008   	ミ       	20140314	 1304.82
3481   	竤承         	20140314	    8.68
2412   	い地筿       	20140314	   72.89
2308   	笷筿       	20140314	  151.01
2327   	瓣エ         	20140314	   38.43
2317   	翬         	20140314	   67.75
2474   	Θ         	20140314	  187.55
1101   	猟         	20140317	   34.21
1216   	参         	20140317	   39.36
1301   	鹅         	20140317	   59.94
1402   	环狥穝       	20140317	   24.97
2002   	い葵         	20140317	   21.01
2105   	タ穝         	20140317	   61.47
2912   	参禬       	20140317	  165.64
9904   	腳Θ         	20140317	   33.43
6505   	鹅て       	20140317	   62.94
2303   	羛筿         	20140317	   10.64
2330   	縩筿       	20140317	   97.09
2408   	玭ㄈ       	20140317	   31.59
2357   	地河         	20140317	  217.00
3008   	ミ       	20140317	 1281.60
3481   	竤承         	20140317	    8.89
2412   	い地筿       	20140317	   73.13
2308   	笷筿       	20140317	  148.93
2327   	瓣エ         	20140317	   37.75
2317   	翬         	20140317	   68.70
2474   	Θ         	20140317	  187.99
1101   	猟         	20140318	   33.92
1216   	参         	20140318	   39.06
1301   	鹅         	20140318	   60.77
1402   	环狥穝       	20140318	   24.81
2002   	い葵         	20140318	   21.34
2105   	タ穝         	20140318	   63.00
2912   	参禬       	20140318	  165.64
9904   	腳Θ         	20140318	   33.67
6505   	鹅て       	20140318	   63.43
2303   	羛筿         	20140318	   10.72
2330   	縩筿       	20140318	   97.51
2408   	玭ㄈ       	20140318	   30.07
2357   	地河         	20140318	  217.37
3008   	ミ       	20140318	 1276.95
3481   	竤承         	20140318	    8.81
2412   	い地筿       	20140318	   73.52
2308   	笷筿       	20140318	  148.93
2327   	瓣エ         	20140318	   37.62
2317   	翬         	20140318	   68.14
2474   	Θ         	20140318	  191.03
1101   	猟         	20140319	   33.70
1216   	参         	20140319	   38.69
1301   	鹅         	20140319	   60.19
1402   	环狥穝       	20140319	   24.69
2002   	い葵         	20140319	   21.13
2105   	タ穝         	20140319	   63.00
2912   	参禬       	20140319	  169.35
9904   	腳Θ         	20140319	   33.43
6505   	鹅て       	20140319	   63.43
2303   	羛筿         	20140319	   10.55
2330   	縩筿       	20140319	   97.51
2408   	玭ㄈ       	20140319	   29.19
2357   	地河         	20140319	  214.79
3008   	ミ       	20140319	 1314.10
3481   	竤承         	20140319	    8.81
2412   	い地筿       	20140319	   73.76
2308   	笷筿       	20140319	  148.93
2327   	瓣エ         	20140319	   37.75
2317   	翬         	20140319	   67.59
2474   	Θ         	20140319	  191.03
1101   	猟         	20140320	   33.70
1216   	参         	20140320	   37.72
1301   	鹅         	20140320	   60.60
1402   	环狥穝       	20140320	   24.69
2002   	い葵         	20140320	   21.30
2105   	タ穝         	20140320	   62.04
2912   	参禬       	20140320	  171.00
9904   	腳Θ         	20140320	   33.14
6505   	鹅て       	20140320	   62.77
2303   	羛筿         	20140320	   10.39
2330   	縩筿       	20140320	   95.38
2408   	玭ㄈ       	20140320	   29.99
2357   	地河         	20140320	  210.73
3008   	ミ       	20140320	 1286.24
3481   	竤承         	20140320	    8.68
2412   	い地筿       	20140320	   73.45
2308   	笷筿       	20140320	  146.44
2327   	瓣エ         	20140320	   38.02
2317   	翬         	20140320	   66.88
2474   	Θ         	20140320	  187.12
1101   	猟         	20140321	   33.16
1216   	参         	20140321	   37.57
1301   	鹅         	20140321	   59.94
1402   	环狥穝       	20140321	   24.69
2002   	い葵         	20140321	   20.96
2105   	タ穝         	20140321	   61.96
2912   	参禬       	20140321	  168.94
9904   	腳Θ         	20140321	   32.03
6505   	鹅て       	20140321	   61.87
2303   	羛筿         	20140321	   10.27
2330   	縩筿       	20140321	   95.81
2408   	玭ㄈ       	20140321	   29.51
2357   	地河         	20140321	  211.47
3008   	ミ       	20140321	 1253.74
3481   	竤承         	20140321	    8.77
2412   	い地筿       	20140321	   73.52
2308   	笷筿       	20140321	  143.94
2327   	瓣エ         	20140321	   38.02
2317   	翬         	20140321	   67.11
2474   	Θ         	20140321	  185.38
1101   	猟         	20140324	   33.20
1216   	参         	20140324	   37.64
1301   	鹅         	20140324	   60.27
1402   	环狥穝       	20140324	   25.17
2002   	い葵         	20140324	   21.21
2105   	タ穝         	20140324	   62.20
2912   	参禬       	20140324	  172.64
9904   	腳Θ         	20140324	   32.03
6505   	鹅て       	20140324	   62.69
2303   	羛筿         	20140324	   10.39
2330   	縩筿       	20140324	   95.81
2408   	玭ㄈ       	20140324	   29.19
2357   	地河         	20140324	  212.57
3008   	ミ       	20140324	 1272.31
3481   	竤承         	20140324	    8.64
2412   	い地筿       	20140324	   73.45
2308   	笷筿       	20140324	  146.85
2327   	瓣エ         	20140324	   37.75
2317   	翬         	20140324	   68.14
2474   	Θ         	20140324	  190.16
1101   	猟         	20140325	   34.35
1216   	参         	20140325	   37.79
1301   	鹅         	20140325	   61.26
1402   	环狥穝       	20140325	   25.49
2002   	い葵         	20140325	   21.30
2105   	タ穝         	20140325	   62.52
2912   	参禬       	20140325	  180.47
9904   	腳Θ         	20140325	   33.88
6505   	鹅て       	20140325	   62.69
2303   	羛筿         	20140325	   10.43
2330   	縩筿       	20140325	   96.66
2408   	玭ㄈ       	20140325	   30.47
2357   	地河         	20140325	  215.90
3008   	ミ       	20140325	 1272.31
3481   	竤承         	20140325	    8.64
2412   	い地筿       	20140325	   74.08
2308   	笷筿       	20140325	  150.18
2327   	瓣エ         	20140325	   38.02
